celebrity_name,season,week,judge_score,placement,weeks_participated,method1_combined_rank,method2_combined_pct,method1_pos,method2_pos,n_contestants,eliminated_week,is_eliminated
Cristian de la Fuente,6,9,28.0,3,10,3.0,0.7151744258503235,1.5,1.0,3,,0
Cristian de la Fuente,6,10,26.0,3,10,4.0,0.6521372195352422,2.0,2.0,3,,0
Steve Guttenberg,6,1,18.0,10,3,20.5,0.1512892893156902,11.0,9.0,12,3.0,0
Steve Guttenberg,6,2,16.0,10,3,14.0,0.1646065881926223,8.5,10.0,12,3.0,0
Steve Guttenberg,6,3,21.0,10,3,17.5,0.1004861515642518,10.0,10.0,10,3.0,1
Priscilla Presley,6,1,24.0,8,5,11.5,0.1787555595975966,5.5,3.0,12,5.0,0
Priscilla Presley,6,2,21.0,8,5,12.5,0.1762265511411018,6.5,8.0,12,5.0,0
Priscilla Presley,6,3,26.0,8,5,11.0,0.2120582186719235,4.5,3.0,10,5.0,0
Priscilla Presley,6,4,22.0,8,5,13.0,0.221377143430158,8.0,8.0,9,5.0,0
Priscilla Presley,6,5,21.0,8,5,16.0,0.1220393212362874,8.0,8.0,8,5.0,1
Marlee Matlin,6,1,22.0,7,6,12.5,0.1709694554298726,7.0,6.0,12,6.0,0
Marlee Matlin,6,2,24.0,7,6,12.5,0.1869794967499793,6.5,5.0,12,6.0,0
Marlee Matlin,6,3,21.0,7,6,11.5,0.2037646774823126,6.0,8.0,10,6.0,0
Marlee Matlin,6,4,24.0,7,6,12.0,0.2267366440709936,7.0,7.0,9,6.0,0
Marlee Matlin,6,5,22.0,7,6,10.0,0.2549985377155476,6.0,6.0,8,6.0,0
Marlee Matlin,6,6,21.0,7,6,14.0,0.1366532465195991,7.0,7.0,7,6.0,1
Shannon Elizabeth,6,1,21.0,6,7,13.5,0.1685468828386769,8.0,7.0,12,7.0,0
Shannon Elizabeth,6,2,24.0,6,7,14.5,0.1854512979168194,10.0,6.0,12,7.0,0
Shannon Elizabeth,6,3,24.0,6,7,12.0,0.2092620912652786,7.5,5.0,10,7.0,0
Shannon Elizabeth,6,4,28.0,6,7,11.0,0.2415050184604816,6.0,4.0,9,7.0,0
Shannon Elizabeth,6,5,23.0,6,7,10.5,0.2549163429281883,7.0,7.0,8,7.0,0
Shannon Elizabeth,6,6,24.0,6,7,10.5,0.2940562177046727,6.0,6.0,7,7.0,0
Shannon Elizabeth,6,7,25.5,6,7,10.5,0.1869212274054905,6.0,6.0,6,7.0,1
Marissa Jaret Winokur,6,1,18.0,4,9,11.5,0.162095265908385,5.5,8.0,12,9.0,0
Marissa Jaret Winokur,6,2,21.0,4,9,8.5,0.1852181364527199,2.5,7.0,12,9.0,0
Marissa Jaret Winokur,6,3,19.0,4,9,11.0,0.2063477311103169,4.5,6.0,10,9.0,0
Marissa Jaret Winokur,6,4,24.0,4,9,8.0,0.2342425993446291,3.0,5.0,9,9.0,0
Marissa Jaret Winokur,6,5,24.0,4,9,6.0,0.2673895372004283,2.0,5.0,8,9.0,0
Marissa Jaret Winokur,6,6,26.0,4,9,6.0,0.3115528820380989,3.0,3.0,7,9.0,0
Marissa Jaret Winokur,6,7,26.0,4,9,5.0,0.3619552719397482,1.0,3.0,6,9.0,0
Marissa Jaret Winokur,6,8,25.0,4,9,6.0,0.510641118476288,3.0,1.0,5,9.0,0
Marissa Jaret Winokur,6,9,26.0,4,9,7.0,0.3419762638630932,3.0,3.0,3,9.0,1
Jason Taylor,6,1,22.0,2,10,9.5,0.1740899674891535,4.0,5.0,12,,0
Jason Taylor,6,2,27.0,2,10,8.5,0.1987370174526291,2.5,2.0,12,,0
Jason Taylor,6,3,23.0,2,10,12.0,0.2092665586807652,7.5,4.0,10,,0
Jason Taylor,6,4,29.0,2,10,8.5,0.2477711447659574,4.0,2.0,9,,0
Jason Taylor,6,5,27.0,2,10,9.5,0.2703772455398714,5.0,4.0,8,,0
Jason Taylor,6,6,24.0,2,10,8.5,0.2979444336710573,5.0,5.0,7,,0
Jason Taylor,6,7,27.5,2,10,6.0,0.3519337120984557,2.5,5.0,6,,0
Jason Taylor,6,8,26.0,2,10,8.0,0.249095612909737,4.5,5.0,5,,0
Jason Taylor,6,10,28.5,2,10,5.0,0.6508837880757978,3.0,3.0,3,,0
Kristi Yamaguchi,6,1,27.0,1,10,3.0,0.2024017227407123,1.0,1.0,12,,0
Kristi Yamaguchi,6,2,27.0,1,10,5.5,0.2057292103600755,1.0,1.0,12,,0
Kristi Yamaguchi,6,3,27.0,1,10,6.0,0.2284411359452675,2.0,1.0,10,,0
Kristi Yamaguchi,6,4,29.0,1,10,5.5,0.2525049772053688,2.0,1.0,9,,0
Kristi Yamaguchi,6,5,29.0,1,10,5.0,0.287443229515959,1.0,1.0,8,,0
Kristi Yamaguchi,6,6,30.0,1,10,5.0,0.3279709259982405,2.0,1.0,7,,0
Kristi Yamaguchi,6,7,27.0,1,10,6.0,0.363130643022615,2.5,2.0,6,,0
Kristi Yamaguchi,6,8,27.5,1,10,4.0,0.4945730166845923,1.5,3.0,5,,0
Kristi Yamaguchi,6,9,28.5,1,10,3.0,0.6928493102865834,1.5,2.0,3,,0
Kristi Yamaguchi,6,10,30.0,1,10,3.0,0.69697899238896,1.0,1.0,3,,0
Monica Seles,6,1,15.0,11,2,22.5,0.1407136240114157,12.0,12.0,12,2.0,0
Monica Seles,6,2,15.0,11,2,23.0,0.0671900718549629,12.0,12.0,12,2.0,1
Penn Jillette,6,1,16.0,12,2,20.0,0.1450887923023427,10.0,10.0,12,2.0,0
Penn Jillette,6,2,17.0,12,2,22.0,0.0742064140111389,11.0,11.0,12,2.0,1
Adam Carolla,6,1,15.0,9,4,17.5,0.1447754814229006,9.0,11.0,12,4.0,0
Adam Carolla,6,2,19.0,9,4,14.0,0.1730948365073492,8.5,9.0,12,4.0,0
Adam Carolla,6,3,21.0,9,4,13.5,0.2010928014244116,9.0,9.0,10,4.0,0
Adam Carolla,6,4,19.0,9,4,18.0,0.097073523871843,9.0,9.0,9,4.0,1
Mario,6,1,24.0,5,8,6.5,0.1835356824093589,2.0,2.0,12,8.0,0
Mario,6,2,26.0,5,8,12.0,0.1943052124835383,5.0,3.0,12,8.0,0
Mario,6,3,21.0,5,8,10.5,0.2047886719924936,3.0,7.0,10,8.0,0
Mario,6,4,24.0,5,8,9.0,0.2323932323510579,5.0,6.0,9,8.0,0
Mario,6,5,27.0,5,8,8.5,0.2719658301924392,4.0,2.0,8,8.0,0
Mario,6,6,28.0,5,8,8.0,0.3109815848075625,4.0,4.0,7,8.0,0
Mario,6,7,25.5,5,8,7.5,0.354080711146561,5.0,4.0,6,8.0,0
Mario,6,8,26.5,5,8,8.0,0.2506125323244721,4.5,4.0,5,8.0,1
Ted McGinley,7,1,18.5,12,1,22.0,0.0792190361118526,12.0,12.0,13,1.0,1
Cloris Leachman,7,1,16.0,7,6,15.0,0.1575047281493375,7.5,11.0,13,6.0,0
Cloris Leachman,7,2,15.0,7,6,12.0,0.1853407564592777,6.5,9.0,11,6.0,0
Cloris Leachman,7,3,16.0,7,6,17.0,0.1879033925690738,9.0,9.0,9,6.0,0
Cloris Leachman,7,4,22.0,7,6,12.0,0.2282867671986436,7.0,6.0,9,6.0,0
Cloris Leachman,7,5,21.0,7,6,10.5,0.2518824124006085,7.0,7.0,8,6.0,0
Cloris Leachman,7,6,15.0,7,6,14.0,0.115033667910084,7.0,7.0,7,6.0,1
Susan Lucci,7,1,18.5,6,7,16.0,0.1623450686663798,9.5,8.0,13,7.0,0
Susan Lucci,7,2,21.0,6,7,12.0,0.2009779407422154,6.5,6.0,11,7.0,0
Susan Lucci,7,3,21.0,6,7,12.5,0.2137289375405909,6.0,7.0,9,7.0,0
Susan Lucci,7,4,24.0,6,7,11.0,0.2359257116698591,5.5,4.0,9,7.0,0
Susan Lucci,7,5,22.0,6,7,9.5,0.2541133738175381,5.0,6.0,8,7.0,0
Susan Lucci,7,6,23.0,6,7,10.5,0.3000474207449014,6.0,5.0,7,7.0,0
Susan Lucci,7,7,24.0,6,7,10.0,0.1849836233910689,6.0,6.0,6,7.0,1
Cody Linley,7,1,20.5,4,9,10.0,0.1738048550849588,3.5,4.0,13,9.0,0
Cody Linley,7,2,21.0,4,9,11.0,0.2027514767094705,4.0,4.0,11,9.0,0
Cody Linley,7,3,21.0,4,9,10.5,0.2167053870210569,5.0,5.0,9,9.0,0
Cody Linley,7,4,23.0,4,9,9.0,0.2342197708995637,4.0,5.0,9,9.0,0
Cody Linley,7,5,28.0,4,9,8.0,0.2773526129893341,3.0,2.0,8,9.0,0
Cody Linley,7,6,23.0,4,9,9.5,0.3031449903137787,5.0,4.0,7,9.0,0
Cody Linley,7,7,22.0,4,9,8.0,0.3502005276537125,5.0,5.0,6,9.0,0
Cody Linley,7,8,24.0,4,9,6.5,0.4376931417492681,4.0,4.0,5,9.0,0
Cody Linley,7,9,23.0,4,9,8.0,0.2829388026883966,4.0,4.0,4,9.0,1
Misty May-Treanor,7,1,21.0,10,2,15.0,0.1667776256868436,7.5,7.0,13,2.0,0
Misty May-Treanor,7,2,21.0,10,2,16.0,0.1030551143824298,10.0,10.0,11,2.0,1
Maurice Greene,7,1,19.5,5,8,13.0,0.1670804695076041,5.5,6.0,13,8.0,0
Maurice Greene,7,2,19.0,5,8,12.0,0.1958512852392417,6.5,7.0,11,8.0,0
Maurice Greene,7,3,24.0,5,8,8.0,0.2304848273089305,4.0,3.0,9,8.0,0
Maurice Greene,7,4,20.0,5,8,11.0,0.2247698008513655,5.5,8.0,9,8.0,0
Maurice Greene,7,5,27.0,5,8,10.0,0.2693739463243345,6.0,4.0,8,8.0,0
Maurice Greene,7,6,21.0,5,8,9.0,0.2957903779251448,4.0,6.0,7,8.0,0
Maurice Greene,7,7,25.0,5,8,6.5,0.3541996332219287,3.0,4.0,6,8.0,0
Maurice Greene,7,8,24.0,5,8,9.5,0.2229451263437461,5.0,5.0,5,8.0,1
Warren Sapp,7,1,21.5,2,10,4.5,0.1814036029472942,1.0,2.0,13,,0
Warren Sapp,7,2,24.0,2,10,6.5,0.2174507672131819,1.0,1.0,11,,0
Warren Sapp,7,3,25.0,2,10,4.0,0.2427016383770132,1.5,2.0,9,,0
Warren Sapp,7,4,22.0,2,10,7.0,0.2422664285322394,3.0,3.0,9,,0
Warren Sapp,7,5,25.0,2,10,6.0,0.2726509586974019,1.5,3.0,8,,0
Warren Sapp,7,6,25.0,2,10,4.0,0.3262284601470936,2.0,2.0,7,,0
Warren Sapp,7,7,21.0,2,10,7.0,0.3579841391301802,4.0,3.0,6,,0
Warren Sapp,7,8,27.0,2,10,5.0,0.4485888585683181,2.5,1.0,5,,0
Warren Sapp,7,9,24.5,2,10,3.5,0.5713643789410828,1.0,2.0,4,,0
Warren Sapp,7,10,27.5,2,10,3.5,0.6610741224607712,1.0,2.0,3,,0
Jeffrey Ross,7,1,12.0,13,1,25.0,0.0558737069723135,13.0,13.0,13,1.0,1
Toni Braxton,7,1,22.5,8,5,13.0,0.1724389392749684,5.5,5.0,13,5.0,0
Toni Braxton,7,2,23.0,8,5,12.0,0.201781243640296,6.5,5.0,11,5.0,0
Toni Braxton,7,3,22.0,8,5,13.5,0.2161446317347154,7.0,6.0,9,5.0,0
Toni Braxton,7,4,22.0,8,5,13.0,0.227008981928827,8.0,7.0,9,5.0,0
Toni Braxton,7,5,22.0,8,5,13.5,0.126151524612125,8.0,8.0,8,5.0,1
Lance Bass,7,1,21.5,3,10,5.5,0.1795474696643361,2.0,3.0,13,,0
Lance Bass,7,2,20.0,3,10,9.0,0.2068087238443475,2.0,3.0,11,,0
Lance Bass,7,3,22.0,3,10,5.5,0.229388266312094,3.0,4.0,9,,0
Lance Bass,7,4,26.0,3,10,3.5,0.2554928869682762,1.0,1.0,9,,0
Lance Bass,7,5,21.0,3,10,8.5,0.2641795232790274,4.0,5.0,8,,0
Lance Bass,7,6,27.0,3,10,3.0,0.3347740994920678,1.0,1.0,7,,0
Lance Bass,7,7,25.0,3,10,4.5,0.3708594911079497,1.0,2.0,6,,0
Lance Bass,7,8,25.0,3,10,4.0,0.4479275216992487,1.0,2.0,5,,0
Lance Bass,7,9,28.5,3,10,4.0,0.5832275721704621,2.0,1.0,4,,0
Lance Bass,7,10,27.5,3,10,4.5,0.6566992724772598,3.0,3.0,3,,0
Kim Kardashian,7,1,18.5,11,2,17.0,0.1616695858822345,11.0,9.0,13,2.0,0
Kim Kardashian,7,2,17.0,11,2,19.0,0.0869651673842228,11.0,11.0,11,2.0,1
Rocco DiSpirito,7,1,17.5,9,4,16.0,0.1600837309185261,9.5,10.0,13,4.0,0
Rocco DiSpirito,7,2,16.0,9,4,13.0,0.1857869193190301,9.0,8.0,11,4.0,0
Rocco DiSpirito,7,3,20.0,9,4,15.0,0.2081147823474685,8.0,8.0,9,4.0,0
Rocco DiSpirito,7,4,18.0,9,4,18.0,0.1008712576661966,9.0,9.0,9,4.0,1
Brooke Burke,7,1,24.5,1,10,10.0,0.1822511811333504,3.5,1.0,13,,0
Brooke Burke,7,2,24.0,1,10,9.5,0.2132306050662861,3.0,2.0,11,,0
Brooke Burke,7,3,28.0,1,10,4.0,0.2548281367890564,1.5,1.0,9,,0
Brooke Burke,7,4,26.0,1,10,5.5,0.2511583942850286,2.0,2.0,9,,0
Brooke Burke,7,5,29.0,1,10,6.0,0.2842956478796302,1.5,1.0,8,,0
Brooke Burke,7,6,26.0,1,10,6.0,0.3249809834669294,3.0,3.0,7,,0
Brooke Burke,7,7,30.0,1,10,6.0,0.3817725854951598,2.0,1.0,6,,0
Brooke Burke,7,8,27.5,1,10,5.0,0.4428453516394189,2.5,3.0,5,,0
Brooke Burke,7,9,24.5,1,10,4.5,0.5624692462000584,3.0,3.0,4,,0
Brooke Burke,7,10,30.0,1,10,4.0,0.682226605061969,2.0,1.0,3,,0
Gilles Marini,8,1,24.0,2,11,2.0,0.1871769722028929,1.0,1.0,13,,0
Gilles Marini,8,2,27.0,2,11,4.0,0.1891797478865149,1.5,1.0,13,,0
Gilles Marini,8,3,27.0,2,11,9.0,0.2126334557957537,2.0,2.0,12,,0
Gilles Marini,8,4,30.0,2,11,5.0,0.2633556200646167,1.5,2.0,9,,0
Gilles Marini,8,5,29.0,2,11,6.0,0.2604830335052588,1.5,1.0,9,,0
Gilles Marini,8,6,26.0,2,11,7.5,0.3017591835747112,2.0,2.0,8,,0
Gilles Marini,8,7,27.0,2,11,4.5,0.4394613367238125,2.0,2.0,6,,0
Gilles Marini,8,8,27.5,2,11,4.0,0.4845837206326699,1.5,2.0,4,,0
Gilles Marini,8,9,28.0,2,11,5.5,0.451360296056871,2.0,2.0,5,,0
Gilles Marini,8,10,30.0,2,11,3.0,0.5897736495269672,1.0,1.0,4,,0
Gilles Marini,8,11,29.0,2,11,4.0,0.6707002177407175,2.0,1.0,3,,0
Denise Richards,8,1,18.0,12,3,18.5,0.1450683478879272,10.0,10.0,13,3.0,0
Denise Richards,8,2,21.0,12,3,16.0,0.1558964798093667,8.5,8.0,13,3.0,0
Denise Richards,8,3,16.0,12,3,20.0,0.0744137467174602,12.0,12.0,12,3.0,1
David Alan Grier,8,1,19.0,9,5,19.0,0.1452709819980935,11.0,8.0,13,5.0,0
David Alan Grier,8,2,17.0,9,5,21.5,0.1409744109889843,12.0,12.0,13,5.0,0
David Alan Grier,8,3,24.0,9,5,17.0,0.1038140747618165,10.0,10.0,12,5.0,0
David Alan Grier,8,5,22.0,9,5,15.0,0.1146623543348436,9.0,9.0,9,5.0,1
Lawrence Taylor,8,1,16.0,7,7,14.0,0.1473177449188965,5.5,6.0,13,7.0,0
Lawrence Taylor,8,2,20.0,7,7,11.0,0.1599690280278934,3.0,5.0,13,7.0,0
Lawrence Taylor,8,3,20.0,7,7,13.0,0.1875856970076387,6.5,6.0,12,7.0,0
Lawrence Taylor,8,4,19.0,7,7,10.0,0.2240831694451417,4.5,6.0,9,7.0,0
Lawrence Taylor,8,5,20.0,7,7,11.0,0.2239299037443787,7.0,7.0,9,7.0,0
Lawrence Taylor,8,6,22.0,7,7,9.0,0.2805850407957831,4.5,4.0,8,7.0,0
Lawrence Taylor,8,7,21.0,7,7,11.0,0.1727389637409614,5.5,6.0,6,7.0,1
Ty Murray,8,1,14.0,4,10,17.0,0.1368082277127867,9.0,12.0,13,10.0,0
Ty Murray,8,2,20.0,4,10,14.0,0.1582617380814693,6.5,7.0,13,10.0,0
Ty Murray,8,3,23.0,4,10,12.5,0.1969491786671466,4.0,4.0,12,10.0,0
Ty Murray,8,4,25.0,4,10,9.5,0.2374739170414452,3.0,3.0,9,10.0,0
Ty Murray,8,5,21.0,4,10,11.0,0.2253813255897251,7.0,6.0,9,10.0,0
Ty Murray,8,6,18.0,4,10,8.0,0.267923169621875,3.0,6.0,8,10.0,0
Ty Murray,8,7,24.0,4,10,11.0,0.184754963918412,5.5,5.0,6,10.0,0
Ty Murray,8,9,23.0,4,10,6.0,0.4317081628008322,3.0,4.0,5,10.0,0
Ty Murray,8,10,24.0,4,10,8.0,0.2783909441834865,4.0,4.0,4,10.0,1
Shawn Johnson,8,1,23.0,1,11,6.5,0.1743766552568987,3.0,3.0,13,,0
Shawn Johnson,8,2,24.0,1,11,12.0,0.1719661741347035,4.0,3.0,13,,0
Shawn Johnson,8,3,27.0,1,11,10.0,0.2078341911488447,3.0,3.0,12,,0
Shawn Johnson,8,4,25.0,1,11,10.5,0.2372081099013601,6.0,4.0,9,,0
Shawn Johnson,8,5,26.0,1,11,9.5,0.2418757413780828,3.0,3.0,9,,0
Shawn Johnson,8,6,26.0,1,11,9.5,0.2907225132895929,6.0,3.0,8,,0
Shawn Johnson,8,7,28.0,1,11,8.0,0.2013399659831717,4.0,4.0,6,,0
Shawn Johnson,8,9,28.0,1,11,6.5,0.4332732536746626,4.0,3.0,5,,0
Shawn Johnson,8,10,28.0,1,11,5.0,0.5531941652317942,3.0,3.0,4,,0
Shawn Johnson,8,11,30.0,1,11,4.0,0.6608704887913035,2.0,3.0,3,,0
Steve Wozniak,8,1,13.0,10,4,21.0,0.1287635284215857,12.0,13.0,13,4.0,0
Steve Wozniak,8,2,17.0,10,4,16.5,0.1482964391960852,10.0,10.0,13,4.0,0
Steve Wozniak,8,3,10.0,10,4,13.0,0.1560247376284437,6.5,9.0,12,4.0,0
Steve Wozniak,8,4,12.0,10,4,19.0,0.0660466753315245,9.0,9.0,9,4.0,1
Belinda Carlisle,8,1,17.0,13,2,21.5,0.1409387421823154,13.0,11.0,13,2.0,0
Belinda Carlisle,8,2,18.0,13,2,22.5,0.0727006640216136,13.0,13.0,13,2.0,1
Chuck Wicks,8,1,20.0,6,8,11.0,0.1602583928734902,4.0,4.0,13,8.0,0
Chuck Wicks,8,2,20.0,6,8,13.0,0.1585640089701509,5.0,6.0,13,8.0,0
Chuck Wicks,8,3,23.0,6,8,17.5,0.1001135801204827,11.0,11.0,12,8.0,0
Chuck Wicks,8,5,23.0,6,8,11.0,0.2293102965439426,7.0,5.0,9,8.0,0
Chuck Wicks,8,6,23.0,6,8,10.0,0.2759853536241762,7.0,5.0,8,8.0,0
Chuck Wicks,8,7,27.0,6,8,6.5,0.4163306133497491,3.0,3.0,6,8.0,0
Chuck Wicks,8,8,25.5,6,8,9.0,0.2133690079278756,4.0,4.0,4,8.0,1
Lil' Kim,8,1,21.0,5,9,14.0,0.1588283372872717,5.5,5.0,13,9.0,0
Lil' Kim,8,2,23.0,5,9,16.0,0.1625249920382263,8.5,4.0,13,9.0,0
Lil' Kim,8,3,25.0,5,9,13.0,0.1947819269488708,6.5,5.0,12,9.0,0
Lil' Kim,8,4,27.0,5,9,10.0,0.234309495957354,4.5,5.0,9,9.0,0
Lil' Kim,8,5,26.0,5,9,10.5,0.2328811882508698,5.0,4.0,9,9.0,0
Lil' Kim,8,6,28.0,5,9,9.0,0.1658758057910132,4.5,7.0,8,9.0,0
Lil' Kim,8,8,28.0,5,9,4.0,0.4485549126029058,1.5,3.0,4,9.0,0
Lil' Kim,8,9,26.0,5,9,9.0,0.2265465453711574,5.0,5.0,5,9.0,1
Steve-O,8,1,17.0,8,6,16.5,0.1452289195814733,7.5,9.0,13,6.0,0
Steve-O,8,2,14.0,8,6,14.0,0.1435331575587459,6.5,11.0,13,6.0,0
Steve-O,8,3,15.0,8,6,14.0,0.1711339100529874,9.0,8.0,12,6.0,0
Steve-O,8,4,15.0,8,6,11.0,0.2106043589677059,7.0,7.0,9,6.0,0
Steve-O,8,5,18.0,8,6,10.0,0.2195999197359879,4.0,8.0,9,6.0,0
Steve-O,8,6,16.0,8,6,15.0,0.1085722438188503,8.0,8.0,8,6.0,1
Holly Madison,8,1,18.0,11,4,16.5,0.1469779728719287,7.5,7.0,13,4.0,0
Holly Madison,8,2,18.0,11,4,17.5,0.1496837831255051,11.0,9.0,13,4.0,0
Holly Madison,8,3,17.0,11,4,13.0,0.1762611554522808,6.5,7.0,12,4.0,0
Holly Madison,8,4,16.0,11,4,18.0,0.0809829027384383,8.0,8.0,9,4.0,1
Melissa Rycroft,8,1,23.0,3,11,4.5,0.1829851768044389,2.0,2.0,13,,0
Melissa Rycroft,8,2,26.0,3,11,4.0,0.1884493761607406,1.5,2.0,13,,0
Melissa Rycroft,8,3,27.0,3,11,4.0,0.2184543456982738,1.0,1.0,12,,0
Melissa Rycroft,8,4,29.0,3,11,5.0,0.2641175687342315,1.5,1.0,9,,0
Melissa Rycroft,8,5,25.0,3,11,6.0,0.2518762369169104,1.5,2.0,9,,0
Melissa Rycroft,8,6,27.0,3,11,4.0,0.3085766894839979,1.0,1.0,8,,0
Melissa Rycroft,8,7,29.0,3,11,3.0,0.4425170134267503,1.0,1.0,6,,0
Melissa Rycroft,8,8,23.0,3,11,7.0,0.5201590255032151,3.0,1.0,4,,0
Melissa Rycroft,8,9,28.5,3,11,3.0,0.4571117420964767,1.0,1.0,5,,0
Melissa Rycroft,8,10,27.5,3,11,4.0,0.578641241057752,2.0,2.0,4,,0
Melissa Rycroft,8,11,28.5,3,11,4.0,0.668429293467979,2.0,2.0,3,,0
Ashley Hamiliton,9,1,18.9999,16,1,28.5,0.0559997608172922,16.0,16.0,16,1.0,1
Debi Mazar,9,1,22.0,12,3,24.5,0.0627294427102045,14.0,14.0,16,3.0,0
Debi Mazar,9,3,17.0,12,3,22.5,0.0746264134888541,12.0,12.0,13,3.0,1
Melissa Joan Hart,9,1,24.0,9,6,17.0,0.1450672368993325,10.0,7.0,16,6.0,0
Melissa Joan Hart,9,2,19.0,9,6,19.5,0.160596668602197,9.0,9.0,11,6.0,0
Melissa Joan Hart,9,3,19.0,9,6,14.0,0.1696930788126718,8.0,8.0,13,6.0,0
Melissa Joan Hart,9,4,28.0,9,6,9.5,0.2162388887478605,4.0,2.0,10,6.0,0
Melissa Joan Hart,9,5,23.0,9,6,13.0,0.2044504654799846,8.5,7.0,10,6.0,0
Melissa Joan Hart,9,6,23.9999,9,6,16.0,0.1078656873335925,8.5,8.0,9,6.0,1
Mark Dacascos,9,1,28.9998,6,7,22.0,0.0788284518447262,12.0,12.0,16,7.0,0
Mark Dacascos,9,3,18.0,6,7,22.0,0.0782129320452269,11.0,11.0,13,7.0,0
Mark Dacascos,9,5,26.0,6,7,12.0,0.1993300484881956,5.0,9.0,10,7.0,0
Mark Dacascos,9,6,32.0,6,7,11.0,0.240260247886807,6.5,7.0,9,7.0,0
Mark Dacascos,9,7,21.5,6,7,13.0,0.1507344243903277,6.5,7.0,7,7.0,1
Chuck Liddell,9,1,22.0,11,4,16.5,0.14219147462269,8.0,8.0,16,4.0,0
Chuck Liddell,9,2,19.0,11,4,18.5,0.1614804495358906,8.0,8.0,11,4.0,0
Chuck Liddell,9,3,17.0,11,4,14.5,0.1656188633567981,9.0,9.0,13,4.0,0
Chuck Liddell,9,4,17.0,11,4,19.0,0.0790622970000881,10.0,10.0,10,4.0,1
Natalie Coughlin,9,1,26.9998,10,5,22.5,0.0742619472367191,13.0,13.0,16,5.0,0
Natalie Coughlin,9,3,26.0,10,5,12.0,0.1797729990993138,6.5,5.0,13,5.0,0
Natalie Coughlin,9,4,24.0,10,5,13.5,0.195742627803475,8.0,6.0,10,5.0,0
Natalie Coughlin,9,5,22.0,10,5,18.5,0.0996306063272263,10.0,10.0,10,5.0,1
Louie Vito,9,1,26.9998,8,6,16.5,0.1516829400136604,8.0,6.0,16,6.0,0
Louie Vito,9,2,19.0,8,6,16.5,0.1621530726007686,7.0,7.0,11,6.0,0
Louie Vito,9,3,20.0,8,6,11.5,0.1741426018144387,4.5,7.0,13,6.0,0
Louie Vito,9,4,16.0,8,6,14.5,0.1797066794439785,9.0,9.0,10,6.0,0
Louie Vito,9,5,22.0,8,6,12.5,0.2027603281822594,7.0,8.0,10,6.0,0
Louie Vito,9,6,24.0,8,6,16.0,0.1078142084247897,8.5,9.0,9,6.0,1
Michael Irvin,9,1,19.0,7,7,15.0,0.1402938035714318,6.0,9.0,16,7.0,0
Michael Irvin,9,2,20.0,7,7,10.5,0.1703593461285286,3.0,5.0,11,7.0,0
Michael Irvin,9,3,14.0,7,7,15.0,0.1625428555034184,10.0,10.0,13,7.0,0
Michael Irvin,9,4,16.0,7,7,12.5,0.1831851980112424,6.0,8.0,10,7.0,0
Michael Irvin,9,5,21.0,7,7,12.0,0.2059491133577568,5.0,6.0,10,7.0,0
Michael Irvin,9,6,21.9998,7,7,11.0,0.2409645688406598,6.5,6.0,9,7.0,0
Michael Irvin,9,7,23.5,7,7,13.0,0.1589458950171831,6.5,6.0,7,7.0,1
Joanna Krupa,9,1,33.9999,4,9,12.0,0.1631981974050546,4.5,3.0,16,9.0,0
Joanna Krupa,9,2,20.0,4,9,11.5,0.1662639775943878,5.0,6.0,11,9.0,0
Joanna Krupa,9,3,23.0,4,9,12.0,0.1815312794824312,6.5,4.0,13,9.0,0
Joanna Krupa,9,4,26.0,4,9,10.0,0.2110723890085299,5.0,5.0,10,9.0,0
Joanna Krupa,9,5,24.0,4,9,12.0,0.2077977821889448,5.0,4.0,10,9.0,0
Joanna Krupa,9,6,35.9999,4,9,7.0,0.2626958376876636,2.5,3.0,9,9.0,0
Joanna Krupa,9,7,27.5,4,9,6.0,0.3296123200185529,3.0,5.0,7,9.0,0
Joanna Krupa,9,8,26.0,4,9,5.0,0.4335790142260197,2.0,4.0,5,9.0,0
Joanna Krupa,9,9,27.0,4,9,6.0,0.301639575438767,4.0,4.0,4,9.0,1
Kathy Ireland,9,1,19.9999,14,2,17.5,0.1376578895351708,11.0,11.0,16,2.0,0
Kathy Ireland,9,2,18.0,14,2,24.5,0.0679879945755218,11.0,11.0,11,2.0,1
Tom DeLay,9,1,19.9999,13,3,16.5,0.1379803435177972,8.0,10.0,16,3.0,0
Tom DeLay,9,2,18.0,13,3,20.5,0.1586323553782632,10.0,10.0,11,3.0,0
Tom DeLay,9,3,15.0,13,3,23.0,0.067757775746737,13.0,13.0,13,3.0,1
Macy Gray,9,1,18.9999,15,1,27.5,0.0560584483728363,15.0,15.0,16,1.0,1
Aaron Carter,9,1,31.9999,5,8,12.0,0.1610686836354645,4.5,5.0,16,8.0,0
Aaron Carter,9,2,27.0,5,8,11.5,0.1845031342925472,5.0,3.0,11,8.0,0
Aaron Carter,9,3,21.0,5,8,11.5,0.176839020685842,4.5,6.0,13,8.0,0
Aaron Carter,9,4,18.0,5,8,13.0,0.1875887782393466,7.0,7.0,10,8.0,0
Aaron Carter,9,5,24.0,5,8,13.0,0.2069062183260126,8.5,5.0,10,8.0,0
Aaron Carter,9,6,32.9998,5,8,8.0,0.2575426508229104,4.5,4.0,9,8.0,0
Aaron Carter,9,7,26.5,5,8,6.0,0.3310383016691232,3.0,4.0,7,8.0,0
