celebrity_name,season,week,judge_score,placement,weeks_participated,results,fan_votes,data_source,fan_vote_rank,judge_score_rank,method1_total_rank,method1_pos,judge_share,fan_share,method2_total_share,method2_pos,eliminated_week,is_eliminated
Ian Ziering,4,7,27.0,4,9,Eliminated Week 9,1.501608763,pct,4.0,3.5,7.5,5.0,0.17475728155339806,0.1679657938699473,0.34272307542334535,4.0,9.0,0
Ian Ziering,4,8,23.5,4,9,Eliminated Week 9,1.414542069,pct,3.0,4.0,7.0,4.0,0.18725099601593626,0.20248407104758318,0.38973506706351946,4.0,9.0,0
Ian Ziering,4,9,29.0,4,9,Eliminated Week 9,1.109113276,pct,4.0,4.0,8.0,4.0,0.24472573839662448,0.21146314197788177,0.4561888803745062,4.0,9.0,1
Clyde Drexler,4,1,16.0,8,5,Eliminated Week 5,2.362698886,pct,3.0,9.0,12.0,5.0,0.07766990291262135,0.09344614468633726,0.1711160475989586,9.0,5.0,0
Clyde Drexler,4,2,18.0,8,5,Eliminated Week 5,2.221964622,pct,3.0,11.0,14.0,7.0,0.07346938775510205,0.09515726049507825,0.1686266482501803,9.0,5.0,0
Clyde Drexler,4,3,16.0,8,5,Eliminated Week 5,2.082738653,pct,3.0,10.0,13.0,7.0,0.07339449541284404,0.10529563157198304,0.17869012698482709,9.0,5.0,0
Clyde Drexler,4,4,15.0,8,5,Eliminated Week 5,1.961051356,pct,1.0,9.0,10.0,5.0,0.07894736842105263,0.11729006011298958,0.1962374285340422,8.0,5.0,0
Clyde Drexler,4,5,13.0,8,5,Eliminated Week 5,1.598376462,pct,7.0,8.0,15.0,8.0,0.07386363636363637,0.11631523378235581,0.19017887014599216,8.0,5.0,1
Laila Ali,4,1,23.0,3,10,3rd Place,2.405224672,pct,2.0,2.0,4.0,1.0,0.11165048543689321,0.09512806478838798,0.2067785502252812,2.0,,0
Laila Ali,4,2,27.0,3,10,3rd Place,2.239334976,pct,2.0,1.0,3.0,1.5,0.11020408163265306,0.09590115861303386,0.20610524024568694,1.0,,0
Laila Ali,4,3,21.0,3,10,3rd Place,2.087514939,pct,2.0,7.0,9.0,5.0,0.0963302752293578,0.10553710308364585,0.20186737831300366,6.0,,0
Laila Ali,4,4,21.0,3,10,3rd Place,1.934083062,pct,3.0,5.5,8.5,4.0,0.11052631578947368,0.1156770922451533,0.22620340803462696,4.0,,0
Laila Ali,4,5,28.0,3,10,3rd Place,1.788302668,pct,2.0,2.0,4.0,2.0,0.1590909090909091,0.13013632760942812,0.28922723670033723,2.0,,0
Laila Ali,4,6,28.0,3,10,3rd Place,1.660859866,pct,3.0,1.5,4.5,2.0,0.16470588235294117,0.14995143133725897,0.3146573136902001,2.0,,0
Laila Ali,4,7,29.5,3,10,3rd Place,1.542094847,pct,3.0,1.5,4.5,1.0,0.19093851132686085,0.17249445500146562,0.36343296632832645,1.0,,0
Laila Ali,4,8,26.5,3,10,3rd Place,1.438890829,pct,2.0,3.0,5.0,2.0,0.21115537848605578,0.2059694647716779,0.4171248432577337,3.0,,0
Laila Ali,4,9,30.0,3,10,3rd Place,1.384004465,pct,2.0,1.5,3.5,1.0,0.25316455696202533,0.26387379811718825,0.5170383550792136,1.0,,0
Laila Ali,4,10,28.333200000000005,3,10,3rd Place,1.265364271,pct,2.0,3.0,5.0,2.5,0.3281854310465651,0.3370469615389562,0.6652323925855212,2.0,,0
Apolo Anton Ohno,4,1,21.0,1,10,1st Place,2.41674234,pct,1.0,3.5,4.5,2.0,0.10194174757281553,0.09558359540075445,0.19752534297357,3.0,,0
Apolo Anton Ohno,4,2,26.0,1,10,1st Place,2.248697621,pct,1.0,2.0,3.0,1.5,0.10612244897959183,0.09630212073473768,0.2024245697143295,2.0,,0
Apolo Anton Ohno,4,3,23.0,1,10,1st Place,2.094472002,pct,1.0,5.0,6.0,1.0,0.10550458715596331,0.1058888266863244,0.21139341384228771,4.0,,0
Apolo Anton Ohno,4,4,26.0,1,10,1st Place,1.940916598,pct,2.0,2.0,4.0,1.0,0.1368421052631579,0.1160858045645793,0.2529279098277372,2.0,,0
Apolo Anton Ohno,4,5,30.0,1,10,1st Place,1.798958608,pct,1.0,1.0,2.0,1.0,0.17045454545454544,0.13091176955426248,0.30136631500880795,1.0,,0
Apolo Anton Ohno,4,6,28.0,1,10,1st Place,1.670731617,pct,1.0,1.5,2.5,1.0,0.16470588235294117,0.15084270652703166,0.31554858887997284,1.0,,0
Apolo Anton Ohno,4,7,27.0,1,10,1st Place,1.55904747,pct,2.0,3.5,5.5,2.0,0.17475728155339806,0.17439072841870656,0.3491480099721046,3.0,,0
Apolo Anton Ohno,4,8,29.0,1,10,1st Place,1.445217793,pct,1.0,1.0,2.0,1.0,0.23107569721115537,0.20687513555812342,0.4379508327692788,1.0,,0
Apolo Anton Ohno,4,9,29.5,1,10,1st Place,1.403286582,pct,1.0,3.0,4.0,2.0,0.2489451476793249,0.26755011967336906,0.5164952673526939,2.0,,0
Apolo Anton Ohno,4,10,29.3332,1,10,1st Place,1.276692217,pct,1.0,1.0,2.0,1.0,0.33976850076853665,0.34006431382815905,0.6798328145966956,1.0,,0
Shandi Finnessey,4,1,19.0,10,3,Eliminated Week 3,2.057932433,pct,11.0,5.5,16.5,10.0,0.09223300970873786,0.08139245039997198,0.17362546010870983,7.0,3.0,0
Shandi Finnessey,4,2,20.0,10,3,Eliminated Week 3,1.992250074,pct,10.0,10.0,20.0,11.0,0.08163265306122448,0.08531956692106007,0.16695221998228454,10.0,3.0,0
Shandi Finnessey,4,3,21.0,10,3,Eliminated Week 3,1.52596585,pct,10.0,7.0,17.0,10.0,0.0963302752293578,0.07714723962201701,0.1734775148513748,10.0,3.0,1
Paulina Porizkova,4,1,19.0,11,2,Eliminated Week 2,2.15919357,pct,10.0,5.5,15.5,7.0,0.09223300970873786,0.0853973885303762,0.17763039823911408,5.0,2.0,0
Paulina Porizkova,4,2,21.0,11,2,Eliminated Week 2,1.693361988,pct,11.0,7.5,18.5,10.0,0.08571428571428572,0.07251946597580868,0.1582337516900944,11.0,2.0,1
Heather Mills,4,1,18.0,7,6,Eliminated Week 6,2.168866878,pct,9.0,7.0,16.0,8.5,0.08737864077669903,0.08577997360895721,0.17315861438565625,8.0,6.0,0
Heather Mills,4,2,24.0,7,6,Eliminated Week 6,2.020741794,pct,9.0,3.5,12.5,6.0,0.09795918367346938,0.08653974567419993,0.18449892934766932,4.0,6.0,0
Heather Mills,4,3,24.0,7,6,Eliminated Week 6,1.864884971,pct,9.0,2.5,11.5,6.0,0.11009174311926606,0.09428174799929845,0.2043734911185645,5.0,6.0,0
Heather Mills,4,4,23.0,7,6,Eliminated Week 6,1.718578519,pct,8.0,4.0,12.0,7.0,0.12105263157894737,0.10278781184678093,0.22384044342572829,5.0,6.0,0
Heather Mills,4,5,21.0,7,6,Eliminated Week 6,1.589877573,pct,8.0,5.0,13.0,7.0,0.11931818181818182,0.11569676229930585,0.2350149441174877,5.0,6.0,0
Heather Mills,4,6,23.0,7,6,Eliminated Week 6,1.212647058,pct,7.0,5.0,12.0,7.0,0.13529411764705881,0.10948434950863946,0.2447784671556983,7.0,6.0,1
Billy Ray Cyrus,4,1,13.0,5,8,Eliminated Week 8,2.324107273,pct,7.0,11.0,18.0,11.0,0.06310679611650485,0.09191982346383801,0.15502661958034286,11.0,8.0,0
Billy Ray Cyrus,4,2,21.0,5,8,Eliminated Week 8,2.173022797,pct,7.0,7.5,14.5,8.0,0.08571428571428572,0.09306129103430548,0.17877557674859118,7.0,8.0,0
Billy Ray Cyrus,4,3,21.0,5,8,Eliminated Week 8,2.011132475,pct,8.0,7.0,15.0,8.0,0.0963302752293578,0.10167548570005362,0.1980057609294114,7.0,8.0,0
Billy Ray Cyrus,4,4,21.0,5,8,Eliminated Week 8,1.866758865,pct,7.0,5.5,12.5,8.0,0.11052631578947368,0.11165044649259363,0.2221767622820673,6.0,8.0,0
Billy Ray Cyrus,4,5,17.0,5,8,Eliminated Week 8,1.750306966,pct,3.0,7.0,10.0,5.0,0.09659090909090909,0.12737134760257493,0.22396225669348402,7.0,8.0,0
Billy Ray Cyrus,4,6,21.0,5,8,Eliminated Week 8,1.629085693,pct,4.0,6.0,10.0,6.0,0.12352941176470589,0.14708268676798794,0.27061209853269386,5.0,8.0,0
Billy Ray Cyrus,4,7,19.0,5,8,Eliminated Week 8,1.609280209,pct,1.0,6.0,7.0,4.0,0.12297734627831715,0.18000962336144796,0.3029869696397651,5.0,8.0,0
Billy Ray Cyrus,4,8,19.0,5,8,Eliminated Week 8,1.301370445,pct,5.0,5.0,10.0,5.0,0.15139442231075698,0.18628416320688795,0.33767858551764496,5.0,8.0,1
Joey Fatone,4,1,24.0,2,10,2nd Place,2.356091801,pct,5.0,1.0,6.0,3.0,0.11650485436893204,0.09318483054913453,0.20968968491806655,1.0,,0
Joey Fatone,4,2,24.0,2,10,2nd Place,2.190644908,pct,6.0,3.5,9.5,3.0,0.09795918367346938,0.09381597082996794,0.19177515450343732,3.0,,0
Joey Fatone,4,3,24.0,2,10,2nd Place,2.02852175,pct,6.0,2.5,8.5,4.0,0.11009174311926606,0.1025546236999493,0.21264636681921537,3.0,,0
Joey Fatone,4,4,28.0,2,10,2nd Place,1.874889708,pct,6.0,1.0,7.0,2.0,0.14736842105263157,0.11213675046485905,0.25950517151749064,1.0,,0
Joey Fatone,4,5,25.0,2,10,2nd Place,1.738657274,pct,5.0,3.0,8.0,3.5,0.14204545454545456,0.12652358946756276,0.2685690440130173,3.0,,0
Joey Fatone,4,6,27.0,2,10,2nd Place,1.611968788,pct,6.0,3.0,9.0,4.0,0.1588235294117647,0.14553727980298284,0.3043608092147475,3.0,,0
Joey Fatone,4,7,29.5,2,10,2nd Place,1.492398818,pct,5.0,1.5,6.5,3.0,0.19093851132686085,0.16693559495159996,0.35787410627846084,2.0,,0
Joey Fatone,4,8,27.5,2,10,2nd Place,1.385921322,pct,4.0,2.0,6.0,3.0,0.21912350597609562,0.19838716541572748,0.4175106713918231,2.0,,0
Joey Fatone,4,9,30.0,2,10,2nd Place,1.348544114,pct,3.0,1.5,4.5,3.0,0.25316455696202533,0.25711294023156095,0.5102774971935863,3.0,,0
Joey Fatone,4,10,28.6665,2,10,2nd Place,1.21221047,pct,3.0,2.0,5.0,2.5,0.3320460681848982,0.3228887246328848,0.654934792817783,3.0,,0
Leeza Gibbons,4,1,15.0,9,4,Eliminated Week 4,2.359457932,pct,4.0,10.0,14.0,6.0,0.07281553398058252,0.09331796303009647,0.16613349701067898,10.0,4.0,0
Leeza Gibbons,4,2,21.0,9,4,Eliminated Week 4,2.205578694,pct,4.0,7.5,11.5,5.0,0.08571428571428572,0.09445552114076483,0.18016980685505055,6.0,4.0,0
Leeza Gibbons,4,3,24.0,9,4,Eliminated Week 4,2.036729395,pct,4.0,2.5,6.5,2.0,0.11009174311926606,0.10296957214427227,0.21306131526353833,1.0,4.0,0
Leeza Gibbons,4,4,16.0,9,4,Eliminated Week 4,1.626354171,pct,9.0,7.5,16.5,9.0,0.08421052631578947,0.09727189341470838,0.18148241973049783,9.0,4.0,1
Cameron Mathison,5,1,21.0,5,8,Eliminated Week 8,2.373952474,pct,6.0,7.0,13.0,7.5,0.08171206225680934,0.0848667894056577,0.16657885166246705,7.0,8.0,0
Cameron Mathison,5,2,21.0,5,8,Eliminated Week 8,2.206304343,pct,6.0,7.0,13.0,7.5,0.08823529411764706,0.0923380303725862,0.18057332449023328,7.0,8.0,0
Cameron Mathison,5,3,23.0,5,8,Eliminated Week 8,2.055222723,pct,5.0,7.0,12.0,7.5,0.09623430962343096,0.1012481144440005,0.19748242406743147,7.0,8.0,0
Cameron Mathison,5,4,27.0,5,8,Eliminated Week 8,1.90406984,pct,5.0,3.0,8.0,4.0,0.11538461538461539,0.11202562357342948,0.22741023895804485,4.0,8.0,0
Cameron Mathison,5,5,26.0,5,8,Eliminated Week 8,1.765833566,pct,5.0,3.5,8.5,5.0,0.1306532663316583,0.12618888186405144,0.2568421481957097,3.0,8.0,0
Cameron Mathison,5,6,25.0,5,8,Eliminated Week 8,1.656366387,pct,4.0,4.5,8.5,4.0,0.1388888888888889,0.14637420877658985,0.28526309766547875,4.0,8.0,0
Cameron Mathison,5,7,25.5,5,8,Eliminated Week 8,1.545277267,pct,2.0,5.0,7.0,4.0,0.16346153846153846,0.17146398820719272,0.3349255266687312,4.0,8.0,0
Cameron Mathison,5,8,25.5,5,8,Eliminated Week 8,1.146810384,pct,5.0,3.0,8.0,4.5,0.19391634980988592,0.16347831423895898,0.3573946640488449,5.0,8.0,1
Jane Seymour,5,1,24.0,6,7,Eliminated Week 7,2.328085642,pct,9.0,3.5,12.5,6.0,0.0933852140077821,0.08322708902636161,0.17661230303414371,4.0,7.0,0
Jane Seymour,5,2,21.0,6,7,Eliminated Week 7,2.173184263,pct,9.0,7.0,16.0,9.0,0.08823529411764706,0.09095189207181847,0.17918718618946555,8.0,7.0,0
Jane Seymour,5,3,27.0,6,7,Eliminated Week 7,1.999505689,pct,9.0,2.0,11.0,6.0,0.11297071129707113,0.09850328072268111,0.21147399201975225,3.0,7.0,0
Jane Seymour,5,4,26.0,6,7,Eliminated Week 7,1.880531353,pct,8.0,6.0,14.0,8.0,0.1111111111111111,0.11064074071422193,0.22175185182533302,7.0,7.0,0
Jane Seymour,5,5,26.0,6,7,Eliminated Week 7,1.725461721,pct,7.0,3.5,10.5,7.0,0.1306532663316583,0.12330385460132989,0.25395712093298817,4.0,7.0,0
Jane Seymour,5,6,22.0,6,7,Eliminated Week 7,1.676268739,pct,2.0,7.0,9.0,5.5,0.12222222222222222,0.14813299297413055,0.27035521519635275,6.0,7.0,0
Jane Seymour,5,7,25.0,6,7,Eliminated Week 7,1.235266494,pct,6.0,6.0,12.0,6.0,0.16025641025641027,0.1370651882889288,0.29732159854533907,6.0,7.0,1
Sabrina Bryan,5,1,26.0,7,6,Eliminated Week 6,2.396086824,pct,3.0,1.0,4.0,2.0,0.10116731517509728,0.08565807366288462,0.1868253888379819,1.0,6.0,0
Sabrina Bryan,5,2,26.0,7,6,Eliminated Week 6,2.226401514,pct,4.0,2.0,6.0,2.0,0.1092436974789916,0.09317913517849787,0.20242283265748945,2.0,6.0,0
Sabrina Bryan,5,3,27.0,7,6,Eliminated Week 6,2.067203972,pct,4.0,2.0,6.0,1.0,0.11297071129707113,0.10183835649239678,0.2148090677894679,1.0,6.0,0
Sabrina Bryan,5,4,30.0,7,6,Eliminated Week 6,1.920052696,pct,3.0,1.0,4.0,1.5,0.1282051282051282,0.11296597217423728,0.24117110037936546,1.0,6.0,0
Sabrina Bryan,5,5,28.0,7,6,Eliminated Week 6,1.777977757,pct,4.0,2.0,6.0,1.0,0.1407035175879397,0.12705672236325818,0.2677602399511979,2.0,6.0,0
Sabrina Bryan,5,6,25.0,7,6,Eliminated Week 6,1.305897744,pct,7.0,4.5,11.5,7.0,0.1388888888888889,0.11540305968617419,0.2542919485750631,7.0,6.0,1
Jennie Garth,5,1,21.0,4,9,Eliminated Week 9,2.38075453,pct,4.0,7.0,11.0,4.0,0.08171206225680934,0.08510995714401802,0.16682201940082736,5.0,9.0,0
Jennie Garth,5,2,21.0,4,9,Eliminated Week 9,2.215244733,pct,5.0,7.0,12.0,5.0,0.08823529411764706,0.09271220268747195,0.180947496805119,6.0,9.0,0
Jennie Garth,5,3,26.0,4,9,Eliminated Week 9,2.045860965,pct,6.0,4.5,10.5,5.0,0.1087866108786611,0.1007869185187251,0.2095735293973862,4.0,9.0,0
Jennie Garth,5,4,27.0,4,9,Eliminated Week 9,1.915800152,pct,4.0,3.0,7.0,3.0,0.11538461538461539,0.11271577447488532,0.2281003898595007,3.0,9.0,0
Jennie Garth,5,5,25.0,4,9,Eliminated Week 9,1.778521425,pct,3.0,5.0,8.0,4.0,0.12562814070351758,0.1270955736221459,0.2527237143256635,5.0,9.0,0
Jennie Garth,5,6,27.0,4,9,Eliminated Week 9,1.645973027,pct,5.0,3.0,8.0,3.0,0.15,0.14545574058110464,0.29545574058110463,3.0,9.0,0
Jennie Garth,5,7,26.5,4,9,Eliminated Week 9,1.54441126,pct,3.0,2.0,5.0,2.5,0.16987179487179488,0.17136789605777306,0.34123969092956796,3.0,9.0,0
Jennie Garth,5,8,25.0,4,9,Eliminated Week 9,1.469888075,pct,2.0,4.0,6.0,2.5,0.19011406844106463,0.20953317825987575,0.3996472467009404,3.0,9.0,0
Jennie Garth,5,9,29.0,4,9,Eliminated Week 9,1.080851537,pct,4.0,3.0,7.0,4.0,0.24786324786324787,0.20583574771631324,0.4536989955795611,4.0,9.0,1
Floyd Mayweather Jr. ,5,1,18.0,9,4,Eliminated Week 4,2.405953094,pct,2.0,11.0,13.0,7.5,0.07003891050583658,0.08601078445532037,0.15604969496115695,10.0,4.0,0
Floyd Mayweather Jr. ,5,2,21.0,9,4,Eliminated Week 4,2.228421027,pct,3.0,7.0,10.0,3.0,0.08823529411764706,0.09326365563612353,0.1814989497537706,5.0,4.0,0
Floyd Mayweather Jr. ,5,3,21.0,9,4,Eliminated Week 4,2.081733222,pct,2.0,8.0,10.0,4.0,0.08786610878661087,0.10255412279369486,0.19042023158030574,8.0,4.0,0
Floyd Mayweather Jr. ,5,4,23.0,9,4,Eliminated Week 4,1.617965792,pct,9.0,8.0,17.0,9.0,0.09829059829059829,0.0951927408131614,0.1934833391037597,9.0,4.0,1
Josie Maran,5,1,16.0,12,1,Eliminated Week 1,2.00440919,pct,12.0,12.0,24.0,12.0,0.0622568093385214,0.07165593013067831,0.1339127394691997,12.0,1.0,1
Albert Reed,5,1,21.0,11,2,Eliminated Week 2,2.230987567,pct,11.0,7.0,18.0,10.0,0.08171206225680934,0.07975591511998806,0.1614679773767974,9.0,2.0,0
Albert Reed,5,2,21.0,11,2,Eliminated Week 2,1.741082664,pct,11.0,7.0,18.0,10.5,0.08823529411764706,0.07286761883948088,0.16110291295712795,10.0,2.0,1
Helio Castroneves,5,1,25.0,1,10,1st Place,2.497761309,pct,1.0,2.0,3.0,1.0,0.09727626459143969,0.08929285034899266,0.18656911494043235,2.0,,0
Helio Castroneves,5,2,27.0,1,10,1st Place,2.328465737,pct,1.0,1.0,2.0,1.0,0.1134453781512605,0.09745071690892844,0.21089609506018894,1.0,,0
Helio Castroneves,5,3,24.0,1,10,1st Place,2.17501143,pct,1.0,6.0,7.0,2.0,0.100418410041841,0.10714936328662283,0.20756777332846382,6.0,,0
Helio Castroneves,5,4,27.0,1,10,1st Place,2.029816968,pct,1.0,3.0,4.0,1.5,0.11538461538461539,0.11942393435533223,0.23480854973994764,2.0,,0
Helio Castroneves,5,5,23.0,1,10,1st Place,1.905382138,pct,1.0,6.0,7.0,2.5,0.11557788944723618,0.13616121368821898,0.25173910313545517,6.0,,0
Helio Castroneves,5,6,28.0,1,10,1st Place,1.760329357,pct,1.0,2.0,3.0,1.0,0.15555555555555556,0.1555614861780446,0.31111704173360016,1.0,,0
Helio Castroneves,5,7,26.0,1,10,1st Place,1.657978873,pct,1.0,3.5,4.5,1.0,0.16666666666666666,0.18396936006167666,0.3506360267283433,1.0,,0
Helio Castroneves,5,8,28.5,1,10,1st Place,1.541743681,pct,1.0,1.0,2.0,1.0,0.21673003802281368,0.2197762258476789,0.4365062638704926,1.0,,0
Helio Castroneves,5,9,30.0,1,10,1st Place,1.463892693,pct,1.0,1.5,2.5,1.0,0.2564102564102564,0.27878153171382536,0.5351917881240817,1.0,,0
Helio Castroneves,5,10,27.999900000000004,1,10,1st Place,1.367326106,pct,1.0,2.0,3.0,1.5,0.35294095402801606,0.36401073178349386,0.7169516858115099,1.0,,0
Mel B,5,1,24.0,2,10,2nd Place,2.350662788,pct,7.0,3.5,10.5,3.0,0.0933852140077821,0.08403420286539072,0.1774194168731728,3.0,,0
Mel B,5,2,23.0,2,10,2nd Place,2.188182711,pct,8.0,4.0,12.0,5.0,0.09663865546218488,0.09157960562881694,0.18821826109100182,4.0,,0
Mel B,5,3,27.0,2,10,2nd Place,2.024952797,pct,7.0,2.0,9.0,3.0,0.11297071129707113,0.09975690237361926,0.21272761367069037,2.0,,0
Mel B,5,4,26.0,2,10,2nd Place,1.898177986,pct,6.0,6.0,12.0,6.0,0.1111111111111111,0.11167897735043505,0.22279008846154616,5.0,,0
Mel B,5,5,29.0,2,10,2nd Place,1.733689009,pct,6.0,1.0,7.0,2.5,0.1457286432160804,0.12389178785477079,0.2696204310708512,1.0,,0
Mel B,5,6,30.0,2,10,2nd Place,1.609534455,pct,6.0,1.0,7.0,2.0,0.16666666666666666,0.1422356395290004,0.30890230619566705,2.0,,0
Mel B,5,7,27.0,2,10,2nd Place,1.519371954,pct,4.0,1.0,5.0,2.5,0.17307692307692307,0.16858953429682166,0.34166645737374474,2.0,,0
Mel B,5,8,28.0,2,10,2nd Place,1.402024156,pct,4.0,2.0,6.0,2.5,0.21292775665399238,0.19985914737338067,0.41278690402737306,2.0,,0
Mel B,5,9,30.0,2,10,2nd Place,1.334693389,pct,3.0,1.5,4.5,2.0,0.2564102564102564,0.2541770097856049,0.5105872661958613,2.0,,0
Mel B,5,10,28.3332,2,10,2nd Place,1.207366189,pct,2.0,1.0,3.0,1.5,0.3571422268889026,0.321426065120809,0.6785682920097116,2.0,,0
Wayne Newton,5,1,19.0,10,3,Eliminated Week 3,2.291637473,pct,10.0,10.0,20.0,11.0,0.07392996108949416,0.08192409786852564,0.1558540589580198,11.0,3.0,0
Wayne Newton,5,2,15.0,10,3,Eliminated Week 3,2.189024906,pct,7.0,11.0,18.0,10.5,0.06302521008403361,0.09161485309036338,0.154640063174397,11.0,3.0,0
Wayne Newton,5,3,18.0,10,3,Eliminated Week 3,1.769475824,pct,10.0,10.0,20.0,10.0,0.07531380753138076,0.0871711317363846,0.16248493926776536,10.0,3.0,1
Marie Osmond,5,1,21.0,3,10,3rd Place,2.336317856,pct,8.0,7.0,15.0,9.0,0.08171206225680934,0.08352138370139489,0.16523344595820422,8.0,,0
Marie Osmond,5,2,24.0,3,10,3rd Place,2.164294684,pct,10.0,3.0,13.0,7.5,0.10084033613445378,0.09057984629386141,0.1914201824283152,3.0,,0
Marie Osmond,5,3,26.0,3,10,3rd Place,2.006724462,pct,8.0,4.5,12.5,9.0,0.1087866108786611,0.09885890502883048,0.20764551590749158,5.0,,0
Marie Osmond,5,4,26.0,3,10,3rd Place,1.881647197,pct,7.0,6.0,13.0,7.0,0.1111111111111111,0.11070639120523053,0.22181750231634162,6.0,,0
Marie Osmond,5,5,21.0,3,10,3rd Place,1.78723996,pct,2.0,7.5,9.5,6.0,0.10552763819095477,0.1277186120581151,0.23324625024906986,7.0,,0
Marie Osmond,5,6,23.0,3,10,3rd Place,1.661601874,pct,3.0,6.0,9.0,5.5,0.12777777777777777,0.14683687227495576,0.27461465005273356,5.0,,0
Marie Osmond,5,7,26.0,3,10,3rd Place,1.50994963,pct,5.0,3.5,8.5,5.0,0.16666666666666666,0.16754403308760704,0.3342106997542737,5.0,,0
Marie Osmond,5,8,24.5,3,10,3rd Place,1.454594933,pct,3.0,5.0,8.0,4.5,0.18631178707224336,0.20735313428010566,0.393664921352349,4.0,,0
Marie Osmond,5,9,28.0,3,10,3rd Place,1.371601372,pct,2.0,4.0,6.0,3.0,0.23931623931623933,0.2612057107842565,0.5005219501004958,3.0,,0
Marie Osmond,5,10,23.0,3,10,3rd Place,1.18158736,pct,3.0,3.0,6.0,3.0,0.2899168190830813,0.3145632030956971,0.6044800221787784,3.0,,0
Mark Cuban,5,1,21.0,8,5,Eliminated Week 5,2.376082227,pct,5.0,7.0,12.0,5.0,0.08171206225680934,0.08494292627078731,0.16665498852759664,6.0,5.0,0
Mark Cuban,5,2,18.0,8,5,Eliminated Week 5,2.233170815,pct,2.0,10.0,12.0,5.0,0.07563025210084033,0.09346244329205089,0.16909269539289123,9.0,5.0,0
Mark Cuban,5,3,20.0,8,5,Eliminated Week 5,2.073182967,pct,3.0,9.0,12.0,7.5,0.08368200836820083,0.1021329046030446,0.18581491297124542,9.0,5.0,0
Mark Cuban,5,4,22.0,8,5,Eliminated Week 5,1.948673042,pct,2.0,9.0,11.0,5.0,0.09401709401709402,0.11464984533906683,0.20866693935616085,8.0,5.0,0
Mark Cuban,5,5,21.0,8,5,Eliminated Week 5,1.519469293,pct,8.0,7.5,15.5,8.0,0.10552763819095477,0.10858335394810971,0.21411099213906448,8.0,5.0,1
Cristian de la Fuente,6,1,21.0,3,10,3rd Place,2.379965032,pct,3.0,6.5,9.5,3.5,0.08641975308641975,0.08577812248175497,0.17219787556817473,6.0,,0
Cristian de la Fuente,6,2,20.0,3,10,3rd Place,2.240438862,pct,1.0,8.0,9.0,3.0,0.07782101167315175,0.08731786547753768,0.16513887715068942,8.0,,0
Cristian de la Fuente,6,3,25.0,3,10,3rd Place,2.06523769,pct,4.0,3.0,7.0,2.5,0.10964912280701754,0.10209587846832201,0.21174500127533954,3.0,,0
Cristian de la Fuente,6,4,26.0,3,10,3rd Place,1.91622321,pct,3.0,4.0,7.0,3.0,0.11555555555555555,0.1133296164066624,0.22888517196221797,4.0,,0
Cristian de la Fuente,6,5,23.0,3,10,3rd Place,1.795733725,pct,1.0,5.5,6.5,2.0,0.11734693877551021,0.1287193983672173,0.24606633714272752,5.0,,0
Cristian de la Fuente,6,6,27.0,3,10,3rd Place,1.648974739,pct,3.0,3.0,6.0,1.5,0.15,0.14511861498784254,0.29511861498784253,3.0,,0
Cristian de la Fuente,6,7,23.0,3,10,3rd Place,1.606489106,pct,1.0,6.0,7.0,3.5,0.1488673139158576,0.17804591574280215,0.32691322965865977,5.0,,0
Cristian de la Fuente,6,8,28.5,3,10,3rd Place,1.437894305,pct,4.0,1.0,5.0,1.5,0.21348314606741572,0.20508456434494693,0.4185677104123626,1.0,,0
Cristian de la Fuente,6,9,28.0,3,10,3rd Place,1.363202929,pct,2.0,2.0,4.0,2.0,0.2545454545454545,0.25878470573912987,0.5133301602845843,2.0,,0
Cristian de la Fuente,6,10,26.0,3,10,3rd Place,1.238867439,pct,3.0,3.0,6.0,3.0,0.3076923076923077,0.3312465177576673,0.638938825449975,3.0,,0
Steve Guttenberg,6,1,18.0,10,3,Eliminated Week 3,2.329882606,pct,9.0,8.5,17.5,10.0,0.07407407407407407,0.08397306383011532,0.1580471379041894,9.0,3.0,0
Steve Guttenberg,6,2,16.0,10,3,Eliminated Week 3,2.234368034,pct,2.0,11.0,13.0,7.0,0.0622568093385214,0.08708126373328474,0.14933807307180613,10.0,3.0,0
Steve Guttenberg,6,3,21.0,10,3,Eliminated Week 3,1.700234894,pct,10.0,7.5,17.5,10.0,0.09210526315789473,0.08405181444535052,0.17615707760324525,10.0,3.0,1
Priscilla Presley,6,1,24.0,8,5,Eliminated Week 5,2.300965626,pct,11.0,2.5,13.5,7.5,0.09876543209876543,0.08293084505005283,0.18169627714881825,3.0,5.0,0
Priscilla Presley,6,2,21.0,8,5,Eliminated Week 5,2.166196061,pct,10.0,6.5,16.5,10.0,0.08171206225680934,0.08442435964689582,0.16613642190370514,7.0,5.0,0
Priscilla Presley,6,3,26.0,8,5,Eliminated Week 5,1.987713047,pct,9.0,2.0,11.0,6.0,0.11403508771929824,0.0982634157119271,0.21229850343122533,2.0,5.0,0
Priscilla Presley,6,4,22.0,8,5,Eliminated Week 5,1.877411479,pct,8.0,8.0,16.0,8.0,0.09777777777777778,0.11103420605814221,0.20881198383591998,8.0,5.0,0
Priscilla Presley,6,5,21.0,8,5,Eliminated Week 5,1.489823303,pct,8.0,8.0,16.0,8.0,0.10714285714285714,0.10679153404863545,0.2139343911914926,8.0,5.0,1
Marlee Matlin,6,1,22.0,7,6,Eliminated Week 6,2.347404117,pct,8.0,4.5,12.5,5.5,0.09053497942386832,0.08460456988016868,0.175139549304037,5.0,6.0,0
