celebrity_name,season,placement,weeks_participated,results,ballroom_partner,celebrity_industry,celebrity_age_during_season,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,26.0,28.25,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,30.0,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,23.0,34.5,28.25,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,30.0,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,26.0,28.25,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,30.0,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,21.0,24.5,25.5,34.5,28.25,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,30.0,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,26.0,28.25,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,30.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,30.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,30.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,30.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,30.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,30.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,30.0,30.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,28.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,28.0,27.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,28.0,27.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,28.0,27.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,28.0,33.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,28.0,33.0,29.0,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,28.0,33.0,29.2777,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,28.0,33.0,29.2777,28.611,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,30.0,27.0,29.0,29.5,29.3332,
Apolo Anton Ohno,4,1,10,Winner,Julianne Hough,Athlete,24,0,22.0,26.0,23.0,34.5,28.25,30.0,27.0,29.0,28.611,29.3332,
